film_id,film_name,theme,theme_id,weight
14202,Morituri,Assumed Identities,D  1405,5
24470,The Morning After,Alcoholism,D  1375,5
24470,The Morning After,All Washed Up,D  1555,5
24470,The Morning After,Hide the Dead Body,D  1442,5
11074747,Morning Glory,Members of the Press,D  1643,5
11074747,Morning Glory,Stop the Wrecking Ball,D  3084,5
11074747,Morning Glory,Unlikely Friendships,D  1770,5
261067,Morocco,Foreign Legion,D  1608,5
1215704,Moscow Does Not Believe in Tears,Women's Friendship,D  1623,6
1215704,Moscow Does Not Believe in Tears,Class Differences,D  1412,5
1215704,Moscow Does Not Believe in Tears,Success is the Best Revenge,D  1511,5
20136307,HELLO I MUST BE GOING,Age Disparity Romance,D  1553,5
20136307,HELLO I MUST BE GOING,Crumbling Marriages,D  1506,5
12287687,Most Dangerous Man in America: Daniel Ellsberg,Conspiracies,D  1436,5
12287687,Most Dangerous Man in America: Daniel Ellsberg,Political Corruption,D  1596,5
12287687,Most Dangerous Man in America: Daniel Ellsberg,Scandals and Cover-Ups,D  3401,5
12287687,Most Dangerous Man in America: Daniel Ellsberg,Whistleblowers,D  1504,5
21396380,Mother of George,Crumbling Marriages,D  1506,5
21396380,Mother of George,Sibling Relationships,D  1624,5
3859098,Mother India,Down on Their Luck,D  1383,5
3859098,Mother India,Mothers and Sons,D  1618,5
3859098,Mother India,Single Parents,D  1592,5
1209386,Mother Wore Tights,Bohemian Life,D  1428,8
1209386,Mother Wore Tights,Dancer's Life,D  1400,8
1209386,Mother Wore Tights,Mothers and Daughters,D  1615,7
1209386,Mother Wore Tights,High School Life,D  1431,3
4306102,The Motorcycle Diaries,Journey of Self-Discovery,D  1667,6
4306102,The Motorcycle Diaries,Wanderlust,D  1711,6
4306102,The Motorcycle Diaries,Political Unrest,D  1610,4
25474,Moulin Rouge,Life in the Arts,D  1467,7
25474,Moulin Rouge,Tortured Genius,D  1671,6
25474,Moulin Rouge,Bohemian Life,D  1428,5
25474,Moulin Rouge,Life in the Arts,D  1467,7
25474,Moulin Rouge,Tortured Genius,D  1671,6
25474,Moulin Rouge,Bohemian Life,D  1428,5
20858392,Head Games,Football Players,D  1420,5
20858392,Head Games,Living With Disability,D  1513,5
428844,Mourning Becomes Electra,Infidelity,D  1486,5
428844,Mourning Becomes Electra,Out For Revenge,D  1719,5
428844,Mourning Becomes Electra,Sibling Relationships,D  1624,5
19697781,The Odd Life of Timothy Green,Miraculous Events,D  2144,5
19697781,The Odd Life of Timothy Green,Parenthood,D  1415,5
19697781,The Odd Life of Timothy Green,Wishes Come True,D  1741,5
18710130,Wrecked,Trapped or Confined,D  3230,5
20531756,The LEGO Movie,Chosen One,D  3150,5
20531756,The LEGO Movie,Fantasy Lands,D  1798,5
20531756,The LEGO Movie,Heroic Mission,D  1630,5
1209544,The Mudlark,Crowned Heads,D  1642,5
2318869,Mulan,Heroic Mission,D  1630,8
2318869,Mulan,Fathers and Daughters,D  1616,7
2318869,Mulan,Gender-Bending,D  1407,7
2318869,Mulan,Righting the Wronged,D  1631,6
2318869,Mulan,Double Life,D  1446,5
2318869,Mulan,Questioning Gender Roles,D  2255,5
2318869,Mulan,Schemes and Ruses,D  3228,5
3446217,Mulholland Dr.,Amnesia,D  1572,7
3446217,Mulholland Dr.,Filmmaking,D  1641,5
3446217,Mulholland Dr.,Woman In Jeopardy,D  1443,5
2131802,The Mummy,Mummies,D  1604,8
2131802,The Mummy,Obsessive Quests,D  1546,7
2131802,The Mummy,Opposites Attract,D  1490,6
2131802,The Mummy,Daring Rescues,D  1376,5
2131802,The Mummy,Heroic Mission,D  1630,3
5216520,Munich,Crisis of Conscience,D  1651,7
5216520,Munich,Out For Revenge,D  1719,7
5216520,Munich,Terrorism,D  1434,5
5216520,Munich,Assassination Plots,D  1435,4
5216520,Munich,Hostage Situations,D  1576,4
1209484,The Muppet Movie,Actor's Life,D  1556,5
19553997,The Muppets,Stop the Wrecking Ball,D  3084,5
19553997,The Muppets,Underdogs,D  1426,5
36711,The Muppets Take Manhattan,Fish Out of Water,D  1422,6
36711,The Muppets Take Manhattan,Underdogs,D  1426,5
36711,The Muppets Take Manhattan,Amnesia,D  1572,3
21743062,The Wolf of Wall Street,Rise and Fall Stories,D  1635,8
21743062,The Wolf of Wall Street,Hotshots,D  3240,7
21743062,The Wolf of Wall Street,Office Politics,D  1391,6
21743062,The Wolf of Wall Street,Work Ethics,D  1640,5
5484763,"Murder, Inc.",Hired Killers,D  1682,6
5484763,"Murder, Inc.",Witness Protection,D  1567,4
3379917,Murder on a Sunday Morning,Miscarriage of Justice,D  1557,6
3379917,Murder on a Sunday Morning,Clearing One's Name,D  2085,5
2938501,Murder on the Orient Express,Murder Investigations,D  1768,5
2938501,Murder on the Orient Express,Star Detectives,D  1736,5
2938501,Murder on the Orient Express,Train Rides,D  1796,5
5319546,Murderball,Living With Disability,D  1513,6
5319546,Murderball,Obsessive Quests,D  1546,5
358525,Murphy's Romance,Age Disparity Romance,D  1553,7
358525,Murphy's Romance,Small-Town Life,D  1652,7
358525,Murphy's Romance,Starting Over,D  1599,5
21982414,Dallas Buyers Club,Living With AIDS,D  1388,6
21982414,Dallas Buyers Club,Obsessive Quests,D  1546,4
21982414,Dallas Buyers Club,Plagues and Epidemics,D  3089,3
16279,Music Box,Double Life,D  1446,5
16279,Music Box,Fathers and Daughters,D  1616,5
16279,Music Box,Double Life,D  1446,5
16279,Music Box,Fathers and Daughters,D  1616,5
12373772,Music by Prudence,Living With Disability,D  1513,5
12373772,Music by Prudence,Musician's Life,D  1653,5
20531756,The LEGO Movie,Chosen One,D  3150,5
20531756,The LEGO Movie,Fantasy Lands,D  1798,5
20531756,The LEGO Movie,Heroic Mission,D  1630,5
1209738,Music in My Heart,Actor's Life,D  1556,5
1209738,Music in My Heart,Otherwise Engaged,D  1488,5
2466413,Music of the Heart,Fighting the System,D  1503,5
2466413,Music of the Heart,Mentors,D  3236,5
2466413,Music of the Heart,Teachers and Students,D  1614,5
2466413,Music of the Heart,Underdogs,D  1426,4
2466413,Music of the Heart,Single Parents,D  1592,3
68205,Mutiny on the Bounty,Ship Cruises,D  1600,5
68205,Mutiny on the Bounty,Ship Cruises,D  1600,5
4020819,My Architect,Fathers and Sons,D  1617,5
4020819,My Architect,Rise and Fall Stories,D  1635,5
4020819,My Architect,Tortured Genius,D  1671,5
343210,My Beautiful Laundrette,Immigrant Life,D  1402,6
343210,My Beautiful Laundrette,Interracial/Cross-Cultural Romance,D  1493,5
343210,My Beautiful Laundrette,Opposites Attract,D  1490,5
126804,My Best Friend's Wedding,Wedding Bells,D  1417,7
126804,My Best Friend's Wedding,Schemes and Ruses,D  3228,5
126804,My Best Friend's Wedding,Unrequited Love,D  1552,5
3771594,My Big Fat Greek Wedding,Wedding Bells,D  1417,8
3771594,My Big Fat Greek Wedding,Culture Clash,D  1411,7
3771594,My Big Fat Greek Wedding,Eccentric Families,D  1418,6
3771594,My Big Fat Greek Wedding,Interracial/Cross-Cultural Romance,D  1493,6
3771594,My Big Fat Greek Wedding,Fathers and Daughters,D  1616,5
3771594,My Big Fat Greek Wedding,Mothers and Daughters,D  1615,5
1209748,My Brilliant Career,Fighting the System,D  1503,5
1209748,My Brilliant Career,Questioning Gender Roles,D  2255,5
1209748,My Brilliant Career,Writer's Life,D  1581,5
18711239,"My Country, My Country",Life Under Occupation,D  1464,5
18711239,"My Country, My Country",Political Unrest,D  1610,5
30663,My Cousin Rachel,Death of a Partner,D  1678,5
30663,My Cousin Rachel,Inheritance at Stake,D  1716,4
1225741,My Cousin Vinny,Fish Out of Water,D  1422,7
1225741,My Cousin Vinny,Culture Clash,D  1411,6
1225741,My Cousin Vinny,Bumbling Cops,D  1622,5
1225741,My Cousin Vinny,Miscarriage of Justice,D  1557,5
19791767,The Darkest Hour,Evil Aliens,D  1542,5
1210071,My Fair Lady,Pygmalion Stories,D  1425,9
1210071,My Fair Lady,Opposites Attract,D  1490,8
1210071,My Fair Lady,Fish Out of Water,D  1422,7
1210071,My Fair Lady,Rags To Riches,D  1423,7
1210071,My Fair Lady,Culture Clash,D  1411,6
1210071,My Fair Lady,Mentors,D  3236,5
50819,My Family/Mi Familia,Immigrant Life,D  1402,7
1209619,My Favorite Wife,Lovers Reunited,D  1620,5
9409,My Favorite Year,Alcoholism,D  1375,5
9409,My Favorite Year,All Washed Up,D  1555,5
9409,My Favorite Year,Fish Out of Water,D  1422,5
252163,My Geisha,Actor's Life,D  1556,5
252163,My Geisha,Assumed Identities,D  1405,5
252163,My Geisha,Filmmaking,D  1641,5
4106414,My Grandmother Ironed the King's Shirts,Fantasy Life,D  1668,5
127137,My Left Foot,Living With Disability,D  1513,9
127137,My Left Foot,Mothers and Sons,D  1618,8
127137,My Left Foot,Writer's Life,D  1581,8
127137,My Left Foot,Class Differences,D  1412,5
1209625,My Life as a Dog,Eccentric Families,D  1418,9
1209625,My Life as a Dog,Sibling Relationships,D  1624,6
1209625,My Life as a Dog,First Love,D  1491,4
8170669,All the Boys Love Mandy Lane,Haunted By the Past,D  1404,5
8170669,All the Boys Love Mandy Lane,Nightmare Vacations,D  1627,5
8170669,All the Boys Love Mandy Lane,Serial Killers,D  1440,5
8170669,All the Boys Love Mandy Lane,Woman In Jeopardy,D  1443,5
73329,My Man Godfrey,Mistaken Identities,D  1406,7
73329,My Man Godfrey,Servants and Employers,D  1413,6
73329,My Man Godfrey,Class Differences,D  1412,5
1215487,My Night at Maud's,Crisis of Faith,D  1396,5
1215487,My Night at Maud's,Otherwise Engaged,D  1488,5
1208826,My Sister Eileen,Fish Out of Water,D  1422,5
1208826,My Sister Eileen,Sibling Relationships,D  1624,5
1208826,My Sister Eileen,Writer's Life,D  1581,5
1210282,My Son John,Mothers and Sons,D  1618,5
1210282,My Son John,Political Unrest,D  1610,5
225489,"Edward, My Son",Fathers and Sons,D  1617,8
1208830,My Sweet Little Village,Small-Town Life,D  1652,5
20709701,My Uncle Rafael,Dysfunctional Families,D  3396,5
19541900,My Week With Marilyn,Actor's Life,D  1556,5
19541900,My Week With Marilyn,Filmmaking,D  1641,5
19541900,My Week With Marilyn,Star-Crossed Lovers,D  1551,5
21494184,Deceptive Practice/Mysteries & Mentors/Ricky Jay,Wizards and Magicians,D  1737,5
21494184,Deceptive Practice/Mysteries & Mentors/Ricky Jay,Wizards and Magicians,D  1737,5
127058,Mystery Street,Haunted By the Past,D  1404,5
3992102,Mystic River,Haunted By the Past,D  1404,8
3992102,Mystic River,Murder Investigations,D  1768,6
3992102,Mystic River,Estrangement,D  3397,5
3992102,Mystic River,Death of a Child,D  1679,4
3992102,Mystic River,Faltering Friendships,D  1593,4
374321,The Naked City,Murder Investigations,D  1768,5
247927,The Naked Prey,Culture Clash,D  1411,5
247927,The Naked Prey,Survival in the Wilderness,D  1499,5
233507,The Naked Spur,Heroic Mission,D  1630,5
233507,The Naked Spur,Sheriffs and Outlaws,D  1632,5
375320,A Streetcar Named Desire,Southern Gothic,D  1672,7
375320,A Streetcar Named Desire,Crumbling Marriages,D  1506,4
375320,A Streetcar Named Desire,Sibling Relationships,D  1624,3
202842,Napoleon and Samantha,Orphans,D  1378,5
252558,The Narrow Margin,Train Rides,D  1796,5
252558,The Narrow Margin,Witness Protection,D  1567,5
252558,The Narrow Margin,Woman In Jeopardy,D  1443,5
1208861,Nashville,Class Differences,D  1412,9
1208861,Nashville,Social Climbing,D  1606,9
1208861,Nashville,Culture Clash,D  1411,7
1208861,Nashville,On the Campaign Trail,D  1395,7
1208861,Nashville,Infidelity,D  1486,6
1208861,Nashville,Romantic Betrayal,D  1386,6
1208861,Nashville,Social Injustice,D  1508,6
1208861,Nashville,Intersecting Lives,D  3191,5
1208861,Nashville,Musician's Life,D  1653,5
1230365,The Nasty Girl,Haunted By the Past,D  1404,5
16430,National Velvet,Horses,D  3421,9
16430,National Velvet,"Contests, Pageants and Competitions",D  3413,8
16430,National Velvet,Talented Animals,D  3245,7
16430,National Velvet,Redemption,D  1587,6
1209079,The Natural,Baseball Players,D  1517,9
1209079,The Natural,Haunted By the Past,D  1404,9
1209079,The Natural,Rise and Fall Stories,D  1635,7
1209079,The Natural,Big Break,D  3248,5
1209079,The Natural,Hotshots,D  3240,5
1209079,The Natural,Femmes Fatales,D  1548,4
59842,Annie Hall,Breakups and Divorces,D  2142,5
59842,Annie Hall,Opposites Attract,D  1490,5
25491,Naughty Marietta,Crowned Heads,D  1642,5
25491,Naughty Marietta,Daring Rescues,D  1376,5
25491,Naughty Marietta,Pirates,D  1470,5
1200143,Along the Navajo Trail,Sheriffs and Outlaws,D  1632,7
1200143,Along the Navajo Trail,Prospectors and Land Rights,D  1713,6
1200143,Along the Navajo Trail,Woman In Jeopardy,D  1443,6
249766,Nell,Doctors and Patients,D  1500,5
249766,Nell,Innocence Lost,D  1377,5
208923,One Flew Over the Cuckoo's Nest,Doctors and Patients,D  1500,9
208923,One Flew Over the Cuckoo's Nest,Fighting the System,D  1503,9
208923,One Flew Over the Cuckoo's Nest,Mental Illness,D  2143,5
208923,One Flew Over the Cuckoo's Nest,Wrongly Committed,D  1611,5
217058,Network,Work Ethics,D  1640,7
217058,Network,Members of the Press,D  1643,6
217058,Network,Suicide,D  1613,4
159556,Never Cry Wolf,Fish Out of Water,D  1422,7
159556,Never Cry Wolf,Survival in the Wilderness,D  1499,7
86352,Never on Sunday,Pygmalion Stories,D  1425,7
86352,Never on Sunday,Prostitutes,D  1594,6
86352,Never on Sunday,Culture Clash,D  1411,5
86352,Never on Sunday,Opposites Attract,D  1490,5
21803414,American Hustle,Cons and Scams,D  1607,5
21803414,American Hustle,Going Undercover,D  1478,5
4357533,New Guy,Nothing Goes Right,D  1410,5
4357533,New Guy,Office Politics,D  1391,5
4357533,New Guy,Underdogs,D  1426,4
374215,A New Kind of Love,Americans Abroad,D  1427,5
374215,A New Kind of Love,Members of the Press,D  1643,5
21110552,Nybyggarna,Immigrant Life,D  1402,8
21110552,Nybyggarna,Culture Clash,D  1411,5
5246716,The New World,Star-Crossed Lovers,D  1551,7
5246716,The New World,Interracial/Cross-Cultural Romance,D  1493,5
5246716,The New World,White People Among Indians,D  1564,5
2758,Nicholas and Alexandra,Crowned Heads,D  1642,7
2758,Nicholas and Alexandra,Rise and Fall Stories,D  1635,6
2758,Nicholas and Alexandra,Political Unrest,D  1610,5
304614,Night and Day,Musician's Life,D  1653,5
230521,Night Must Fall,Dangerous Friends,D  1571,5
230521,Night Must Fall,Mind Games,D  1609,5
230521,Night Must Fall,Serial Killers,D  1440,3
289497,The Night of the Iguana,Southern Gothic,D  1672,5
1215686,Night People,Kidnapping,D  1665,5
1211453,Nightlife,Vampires,D   643,5
1229361,Tim Burton's the Nightmare Before Christmas,Fish Out of Water,D  1422,5
1229361,Tim Burton's the Nightmare Before Christmas,Mischievous Children,D  1497,5
1229361,Tim Burton's the Nightmare Before Christmas,Obsessive Quests,D  1546,5
1229361,Tim Burton's the Nightmare Before Christmas,Toys Come to Life,D  1792,5
1201245,Days and Nights in the Forest,Journey of Self-Discovery,D  1667,5
1201245,Days and Nights in the Forest,Vacation Romances,D  1626,5
9613099,Cloud 9,Breakups and Divorces,D  2142,5
9613099,Cloud 9,Infidelity,D  1486,5
9613099,Cloud 9,Midlife Crises,D  1636,5
9613099,Cloud 9,Breakups and Divorces,D  2142,5
9613099,Cloud 9,Infidelity,D  1486,5
9613099,Cloud 9,Midlife Crises,D  1636,5
7025068,Nine lives,Intersecting Lives,D  3191,6
7025068,Nine lives,Women's Friendship,D  1623,4
7025068,Nine lives,Lovers Reunited,D  1620,3
7025068,Nine lives,Mothers and Daughters,D  1615,3
255323,9 to 5,Battle of the Sexes,D  1686,9
255323,9 to 5,Boss from Hell,D  3226,5
255323,9 to 5,Fighting the System,D  1503,5
255323,9 to 5,Out For Revenge,D  1719,5
255323,9 to 5,Women's Friendship,D  1623,5
1210375,1941,Life on the Homefront,D  1461,5
83159,Ninotchka,Opposites Attract,D  1490,6
83159,Ninotchka,Culture Clash,D  1411,5
83159,Ninotchka,Jewel Theft,D  1710,3
22405453,The Broken Circle Breakdown,Crisis of Faith,D  1396,5
22405453,The Broken Circle Breakdown,Small-Town Life,D  1652,5
21710857,Our Nixon,Heads of State,D  3018,5
21710857,Our Nixon,Scandals and Cover-Ups,D  3401,5
20588746,No,Fighting the System,D  1503,5
20588746,No,Political Unrest,D  1610,5
20588746,No,Totalitarian States,D  1453,5
7306803,No Country for Old Men,Hired Killers,D  1682,8
7306803,No Country for Old Men,One Against the Mob,D  1709,8
7306803,No Country for Old Men,Drug Trade,D  1476,5
7306803,No Country for Old Men,Unlikely Criminals,D  1474,5
177653,Good Will Hunting,Haunted By the Past,D  1404,7
177653,Good Will Hunting,Underdogs,D  1426,7
177653,Good Will Hunting,Class Differences,D  1412,6
177653,Good Will Hunting,Child Prodigies,D  3252,5
177653,Good Will Hunting,College Life,D  1522,5
177653,Good Will Hunting,Mentors,D  3236,5
177653,Good Will Hunting,Therapy,D  3242,5
177653,Good Will Hunting,Redemption,D  1587,2
1210384,No Man's Land,Going Undercover,D  1478,5
1210384,No Man's Land,Crisis of Conscience,D  1651,4
1210393,No Time for Love,Opposites Attract,D  1490,6
1210393,No Time for Love,Fashion World,D  1591,5
15324322,No Time for Nuts,Time Travel,D  1455,5
43896,No Way Out,Political Corruption,D  1596,7
43896,No Way Out,Crimes of Passion,D  1694,5
43896,No Way Out,Dangerous Attraction,D  1526,5
43896,No Way Out,Military Life,D  1543,4
328998,Nobody's Fool,Fathers and Sons,D  1617,9
328998,Nobody's Fool,Redemption,D  1587,8
328998,Nobody's Fool,Small-Town Life,D  1652,8
328998,Nobody's Fool,Age Disparity Romance,D  1553,5
328998,Nobody's Fool,Faltering Friendships,D  1593,5
413470,None but the Lonely Heart,Mothers and Sons,D  1618,5
413470,None but the Lonely Heart,Unlikely Criminals,D  1474,5
1206053,I'd Give My Life,Fathers and Sons,D  1617,5
1206053,I'd Give My Life,Blackmail,D  1714,4
1206053,I'd Give My Life,Treacherous Spouses,D  1573,3
6660086,Norbit,Love Triangles,D  1492,5
6660086,Norbit,Treacherous Spouses,D  1573,5
341662,Norma Rae,Fighting the System,D  1503,9
341662,Norma Rae,Labor Unions,D  1392,9
341662,Norma Rae,Whistleblowers,D  1504,8
341662,Norma Rae,Work Ethics,D  1640,8
341662,Norma Rae,Righting the Wronged,D  1631,7
24897,Knute Rockne---All American,Cinderella Stories,D  1521,8
24897,Knute Rockne---All American,Football Players,D  1420,8
24897,Knute Rockne---All American,Fighting the System,D  1503,6
1210229,North by Northwest,Flight of the Innocent,D  1525,9
1210229,North by Northwest,Mistaken Identities,D  1406,9
5220240,North Country,Fighting the System,D  1503,8
5220240,North Country,Whistleblowers,D  1504,7
5220240,North Country,Labor Unions,D  1392,5
5220240,North Country,Single Parents,D  1592,5
5220240,North Country,Small-Town Life,D  1652,4
399356,The North Star,Life Under Occupation,D  1464,5
1216512,Northwest Mounted Police,Americans Abroad,D  1427,5
25503,Not as a Stranger,Crumbling Marriages,D  1506,5
25503,Not as a Stranger,Doctors and Patients,D  1500,5
20676321,Nate & Margaret,Unlikely Friendships,D  1770,5
6208111,Notes on a Scandal,Blackmail,D  1714,7
6208111,Notes on a Scandal,Infidelity,D  1486,6
6208111,Notes on a Scandal,Dangerous Attraction,D  1526,5
6208111,Notes on a Scandal,Faltering Friendships,D  1593,5
6208111,Notes on a Scandal,Keeping a Secret,D  3184,5
6208111,Notes on a Scandal,Scandals and Cover-Ups,D  3401,5
6208111,Notes on a Scandal,Stalkers,D  3189,5
6208111,Notes on a Scandal,Teachers and Students,D  1614,5
6208111,Notes on a Scandal,Voyeurs,D  1437,3
1209770,Notorious,Double Life,D  1446,9
1209770,Notorious,Arranged Marriages,D  1385,6
1209770,Notorious,Dangerous Attraction,D  1526,6
1209770,Notorious,Assassination Plots,D  1435,4
22112870,Her,Writer's Life,D  1581,5
316742,"Now, Voyager",Mothers and Daughters,D  1615,7
316742,"Now, Voyager",Haunted By the Past,D  1404,6
316742,"Now, Voyager",Sexual Awakening,D  1505,6
316742,"Now, Voyager",Doctors and Patients,D  1500,4
316742,"Now, Voyager",Ship Cruises,D  1600,3
3949202,Nowhere in Africa,Starting Over,D  1599,8
3949202,Nowhere in Africa,Immigrant Life,D  1402,7
3949202,Nowhere in Africa,Culture Clash,D  1411,6
3949202,Nowhere in Africa,Women During Wartime,D  1562,5
1211650,Public Hero Number One,Going Undercover,D  1478,5
22081697,The Last Days on Mars,Daring Rescues,D  1376,5
22081697,The Last Days on Mars,Space Travel,D  1547,5
21039462,Breakfast With Curtis,Feuds,D  3233,5
21039462,Breakfast With Curtis,Unlikely Friendships,D  1770,5
371664,The Nun's Story,Crisis of Faith,D  1396,7
371664,The Nun's Story,Journey of Self-Discovery,D  1667,6
371664,The Nun's Story,Missionaries,D  1514,6
371664,The Nun's Story,Members of the Clergy,D  2145,5
1209646,Nurse Edith Cavell,Women During Wartime,D  1562,5
247,The Nutty Professor,Double Life,D  1446,5
247,The Nutty Professor,Split Personalities,D  1438,5
247,The Nutty Professor,Experiments Gone Awry,D  1448,4
3140811,"O Brother, Where Art Thou?",Obsessive Quests,D  1546,6
3140811,"O Brother, Where Art Thou?",Escape From Prison,D  1481,4
3980144,O Quatrilho,Infidelity,D  1486,5
15393,"Objective, Burma!",Military Life,D  1543,5
880,Obsession,Dangerous Attraction,D  1526,5
880,Obsession,Haunted By the Past,D  1404,5
880,Obsession,Twins and Lookalikes,D  1408,5
1216212,An Occurrence at Owl Creek Bridge,Obsessive Quests,D  1546,5
16947,The Odd Couple,Faltering Friendships,D  1593,6
16947,The Odd Couple,Crumbling Marriages,D  1506,5
16947,The Odd Couple,Fish Out of Water,D  1422,5
16947,The Odd Couple,Unlikely Friendships,D  1770,5
1209886,Odd Man Out,Political Unrest,D  1610,4
1209886,Odd Man Out,Star-Crossed Lovers,D  1551,4
18696188,Against All Odds,Miscarriage of Justice,D  1557,5
494132,Of Human Bondage,Self-Destructive Romance,D  1487,5
494132,Of Human Bondage,Unrequited Love,D  1552,5
25063,Of Human Hearts,Fathers and Sons,D  1617,5
25063,Of Human Hearts,Mothers and Sons,D  1618,5
25063,Of Human Hearts,Religious Zealotry,D  1398,5
525238,Of Mice and Men,Down on Their Luck,D  1383,5
525238,Of Mice and Men,Farm Life,D  3205,5
525238,Of Mice and Men,Unlikely Friendships,D  1770,5
18880278,Puss in Boots,Heroic Mission,D  1630,5
20912651,About Time,Time Travel,D  1455,5
18745187,See You Off to the Edge of Town,Family Vacations,D  1416,9
18745187,See You Off to the Edge of Town,Eccentric Families,D  1418,7
18745187,See You Off to the Edge of Town,Crumbling Marriages,D  1506,5
18745187,See You Off to the Edge of Town,Generation Gap,D  1381,5
151808,An Officer and a Gentleman,Fathers and Sons,D  1617,7
151808,An Officer and a Gentleman,Military Life,D  1543,7
151808,An Officer and a Gentleman,Redemption,D  1587,7
151808,An Officer and a Gentleman,Culture Clash,D  1411,6
151808,An Officer and a Gentleman,Opposites Attract,D  1490,6
1210118,The Official Story,Crisis of Conscience,D  1651,7
1210118,The Official Story,Haunted By the Past,D  1404,7
1210118,The Official Story,Political Unrest,D  1610,7
1210118,The Official Story,Social Injustice,D  1508,5
18909411,Our Idiot Brother,Sibling Relationships,D  1624,7
18909411,Our Idiot Brother,Dropping Out,D  3251,5
18909411,Our Idiot Brother,Eccentric Families,D  1418,5
18909411,Our Idiot Brother,Nothing Goes Right,D  1410,5
9417,"Oh, God!",Fish Out of Water,D  1422,5
9417,"Oh, God!",Miraculous Events,D  2144,5
1205485,The Boy from Oklahoma,Out For Revenge,D  1719,5
1205485,The Boy from Oklahoma,Taming the West,D  1708,5
1209675,The Old Man and the Sea,Obsessive Quests,D  1546,5
1209675,The Old Man and the Sea,Obsessive Quests,D  1546,5
8904934,Milk,Fighting the System,D  1503,5
8904934,Milk,On the Campaign Trail,D  1395,5
8904934,Milk,Rise To Power,D  1597,5
162906,Oliver!,Down on Their Luck,D  1383,9
162906,Oliver!,Orphans,D  1378,9
162906,Oliver!,Class Differences,D  1412,8
162906,Oliver!,Rags To Riches,D  1423,8
162906,Oliver!,Runaways,D  1625,6
162906,Oliver!,Authority Figures [k],D  2259,5
5700091,The Omen,Evil Children,D  1527,7
5700091,The Omen,Demonic Possession,D  1529,6
5700091,The Omen,Devil Worship,D  1452,6
5700091,The Omen,Nannies and Caregivers,D  3023,3
127458,On Golden Pond,Fathers and Daughters,D  1616,8
127458,On Golden Pond,Family Gatherings,D  1558,6
127458,On Golden Pond,Generation Gap,D  1381,6
127458,On Golden Pond,Golden Years,D  2233,5
1210141,On the Bowery,Alcoholism,D  1375,5
1210141,On the Bowery,Down on Their Luck,D  1383,5
14158,On the Riviera,Assumed Identities,D  1405,5
14158,On the Riviera,Nothing Goes Right,D  1410,5
14158,On the Riviera,Twins and Lookalikes,D  1408,5
2374102,On the Ropes,Boxers,D  1518,5
2374102,On the Ropes,Underdogs,D  1426,5
14548,On the Town,Vacation Romances,D  1626,5
53011,On the Waterfront,Labor Unions,D  1392,7
53011,On the Waterfront,Sibling Relationships,D  1624,7
53011,On the Waterfront,Fighting the System,D  1503,6
53011,On the Waterfront,Death in the Family,D  2251,5
53011,On the Waterfront,Fired or Laid-Off,D  3241,5
53011,On the Waterfront,Whistleblowers,D  1504,5
21710843,Mandela: Long Walk to Freedom,Fighting the System,D  1503,5
21710843,Mandela: Long Walk to Freedom,Political Unrest,D  1610,5
21710843,Mandela: Long Walk to Freedom,Rise To Power,D  1597,5
6751779,Once,Interracial/Cross-Cultural Romance,D  1493,5
6751779,Once,Musician's Life,D  1653,5
31864,Once Upon a Honeymoon,Social Climbing,D  1606,6
31864,Once Upon a Honeymoon,Members of the Press,D  1643,5
31864,Once Upon a Honeymoon,Love Triangles,D  1492,4
5457821,One Day Crossing,Assumed Identities,D  1405,5
5457821,One Day Crossing,Crimes Against Humanity,D  1463,5
2590675,One Day in September,Terrorism,D  1434,5
22468487,Knights of Badassdom,Demonic Possession,D  1529,5
22468487,Knights of Badassdom,Nightmare Vacations,D  1627,5
112275,One-Eyed Jacks,Obsessive Quests,D  1546,5
112275,One-Eyed Jacks,Sheriffs and Outlaws,D  1632,5
112275,One-Eyed Jacks,Criminal's Revenge,D  1577,3
52833,King Kong,Monkeys,D  1496,7
52833,King Kong,Lost Worlds,D  1545,6
5368,One Fine Day,Nothing Goes Right,D  1410,6
5368,One Fine Day,Opposites Attract,D  1490,6
5368,One Fine Day,Looking For Love,D  1704,5
5368,One Fine Day,Serendipity,D  3424,5
5368,One Fine Day,Single Parents,D  1592,5
208923,One Flew Over the Cuckoo's Nest,Doctors and Patients,D  1500,9
208923,One Flew Over the Cuckoo's Nest,Fighting the System,D  1503,9
208923,One Flew Over the Cuckoo's Nest,Mental Illness,D  2143,5
208923,One Flew Over the Cuckoo's Nest,Wrongly Committed,D  1611,5
215307,One Foot in Heaven,Members of the Clergy,D  2145,5
1210950,One From the Heart,Looking For Love,D  1704,5
1210950,One From the Heart,Starting Over,D  1599,5
264270,One Hour with You,Doctors and Patients,D  1500,5
264270,One Hour with You,Foibles of Marriage,D  1707,5
264270,One Hour with You,Infidelity,D  1486,5
1224875,100 Men and a Girl,Ladder to the Top,D  1399,6
17611767,127 Hours,Survival in the Wilderness,D  1499,5
17611767,127 Hours,Trapped or Confined,D  3230,5
3000822,102 Dalmatians,Man's Best Friend,D  1495,8
3000822,102 Dalmatians,Daring Rescues,D  1376,6
222107,One in a Million,Ladder to the Top,D  1399,5
15331651,One Man Band,Musician's Life,D  1653,5
1210916,One Night of Love,Ladder to the Top,D  1399,5
1210916,One Night of Love,Musician's Life,D  1653,5
1216737,One of Our Aircraft is Missing,Heroic Mission,D  1630,5
